gene,free:hom_g2,free:hom_e2,free:v,free:w,free:V_BIN,free:V_BMem,free:V_CD4ET,free:V_CD4NC,free:V_CD8ET,free:V_CD8NC,free:V_NK,free:W_BIN,free:W_BMem,free:W_CD4ET,free:W_CD4NC,free:W_CD8ET,free:W_CD8NC,free:W_NK,free:ct_beta_BIN,free:ct_beta_BMem,free:ct_beta_CD4ET,free:ct_beta_CD4NC,free:ct_beta_CD8ET,free:ct_beta_CD8NC,free:ct_beta_NK,p:free:hom_g2,p:free:hom_e2,p:free:V,p:free:W,p:free:vc_BIN,p:free:vc_BMem,p:free:vc_CD4ET,p:free:vc_CD4NC,p:free:vc_CD8ET,p:free:vc_CD8NC,p:free:vc_NK
ENSG00000162384,0.00957199,0.0646184,-0.0106774,0.0882004,0.0341164,-0.077642,-0.0107671,-0.00555426,-0.00850123,0.00267812,-0.00907202,0.124303,-0.0360284,-0.0406904,0.0590782,0.245499,-0.133254,0.398495,-1.52318,-0.921369,-0.105781,-0.209759,0.505491,-0.114688,1.8715,0.104743,0.00918427,0.0236526,0.104954,0.216876,0.999918,0.63621,0.728372,0.627632,0.449829,0.596405
ENSG00000162385,0.00250431,0.0642106,-0.00595999,0.133532,-0.0142221,-0.0231989,-0.000255849,0.00325218,0.00426394,-0.00906363,-0.00249555,-0.0600669,0.291473,0.108179,-0.0342991,0.144685,0.151004,0.33375,-0.636435,-0.666689,0.185714,-0.351438,1.23584,-0.0202722,1.55394,0.315527,0.00232356,0.879442,0.00233647,0.780082,0.890089,0.503784,0.305212,0.394213,0.799626,0.555626
ENSG00000058804,0.00646453,-0.0668556,-0.064405,-0.360029,0.0193372,-0.141721,-0.164371,-0.00669754,-0.0342518,-0.058898,-0.0642326,-0.808902,-1.48443,-0.1477,0.193818,0.129641,-0.434233,0.0316018,-0.2136,0.420113,0.237964,0.322603,0.13121,0.363852,0.662683,0.318873,0.809368,0.583028,0.191371,0.430538,0.807784,0.943768,0.596122,0.721118,0.883936,0.787691
ENSG00000058799,-0.002709,0.0103364,-0.00348185,0.200167,0.116754,0.00713446,-0.0112539,0.000907614,-0.0151704,-0.031243,-0.0915019,0.0414936,0.0541801,0.455859,0.0408061,0.603654,0.204795,0.000384424,-0.748021,0.0261465,-0.060356,-0.475286,0.621471,-0.24999,1.77214,0.597588,0.416284,0.546255,0.755032,0.147444,0.47758,0.55662,0.476601,0.639848,0.849635,0.971078
ENSG00000081870,0.0147207,0.11517,0.00203512,0.185788,-0.046159,0.0403499,-0.00785765,-0.0132323,0.00347575,2.30199e-05,0.037646,0.132113,0.0966706,0.221418,-0.0348417,0.289179,0.105485,0.490493,-1.01365,-0.292535,0.259637,-0.398393,1.82337,0.0788568,2.7642,0.0906166,0.000127531,0.433007,0.0682433,0.985744,0.284859,0.574927,0.899951,0.456432,0.499562,0.232199
ENSG00000116212,0.0121418,0.0835548,0.00912571,0.113008,0.0165502,-0.100346,0.13607,-0.0163997,-0.0218707,0.0396109,0.0102656,0.0643509,-0.0903738,0.238222,0.0270116,0.711046,0.352479,-0.511679,-0.476382,-0.223771,0.1251,-0.125274,0.975079,0.0852579,1.14315,0.207555,0.0724456,0.842816,0.693913,0.428549,0.88212,0.172308,0.815357,0.647307,0.249872,0.448849
ENSG00000116209,-0.00317567,0.0547032,-0.00112286,0.145366,0.00803173,0.00166781,-0.00438213,0.00359321,-0.00243436,-0.00514047,-0.00919584,-0.0690138,0.237835,0.211886,0.0405607,0.128294,0.12409,0.343909,-1.49766,-1.33552,0.157025,-0.458868,0.953012,-0.409876,1.63825,0.929708,3.94817e-08,0.838949,1.95123e-13,0.293224,0.459297,0.640776,0.215262,0.627039,0.817657,0.881357
ENSG00000116205,0.00447986,0.0661074,-0.01518,-0.28715,-0.217813,0.0650882,0.120138,0.0131197,0.0519413,-0.0643776,-0.0743566,0.18487,-1.71176,0.360825,0.0278891,-0.423185,-0.0824898,-0.366195,0.749262,0.295277,0.0368117,0.0702835,-0.226765,0.33995,0.147218,0.417786,0.242556,0.518319,0.417891,0.924018,0.398118,0.21681,0.347961,0.235137,0.839145,0.856142
ENSG00000215883,0.0111576,0.140437,0.0319669,-0.534594,0.224485,0.0128319,0.036722,0.0243913,-0.0436374,0.00640067,-0.0374254,-0.867544,-1.14563,-0.167249,0.0951749,-0.379683,-0.500274,-0.776946,0.78805,0.551853,0.263027,0.408122,0.0955637,0.420262,0.426825,0.354185,0.210228,0.988934,0.472029,0.252138,0.48068,0.43262,0.311347,0.681886,0.478736,0.604252
ENSG00000116221,0.00378563,0.0619894,0.00867714,0.104158,0.0578994,-0.0640414,0.086218,0.00460196,-0.000688755,-0.0210721,-0.00217709,-0.0907988,-0.0231597,0.145567,0.0296518,0.149129,0.317242,0.201477,0.0317422,1.0582,0.464456,0.0551605,0.147875,0.38665,0.577476,0.328603,0.0459237,0.93093,0.600098,0.225521,0.737963,0.167746,0.371871,0.507292,0.721528,0.518812
ENSG00000157216,0.00386114,0.00786861,0.0253539,0.533974,-0.00693688,-0.031221,0.020977,0.00101624,0.016265,0.0198595,0.157518,-0.165191,0.0527319,-0.0038641,-0.0313879,1.52664,-0.0407952,2.39968,-2.5924,-2.02843,-0.744338,-0.708755,1.71536,-0.657648,4.56922,0.364083,0.396231,0.816515,2.41455e-14,0.648244,0.882903,0.356429,0.467428,0.394305,0.231397,0.13748
ENSG00000243725,0.00393469,0.000347328,0.0722276,-0.270526,0.263082,0.526302,0.0408468,-0.0187664,-0.133468,-0.056515,-0.115888,-1.19029,0.473007,-1.03378,0.151953,0.304488,-0.667635,0.0685722,-0.108513,-0.055083,0.218881,0.221117,0.115483,0.378408,0.202613,0.441371,0.498391,0.440448,0.108329,0.157876,0.119641,0.423962,0.698052,0.934341,0.744644,0.906385
ENSG00000006555,0.0192924,0.0796668,0.0123799,0.335221,0.0237959,-0.00394245,-0.0323945,-0.0188844,0.0584049,0.0456237,0.0140563,0.125104,-0.194349,0.0452208,-0.127139,1.07343,0.178803,1.24548,-1.44596,-1.2261,-0.557935,-0.749883,1.29334,-0.649711,2.14373,0.178089,0.10267,0.961992,0.221143,0.351028,0.514253,0.630727,0.792189,0.30327,0.26831,0.467037
ENSG00000116133,0.0320484,0.0984809,-0.034832,0.276954,-0.0231829,-0.199899,-0.0342358,-0.028152,0.0245437,-0.00655731,0.0236591,-0.343127,-0.30761,-0.541145,0.0496563,0.396595,-0.225133,2.90944,-0.587178,-0.036633,-0.35044,-0.521212,0.137412,-0.639051,2.90144,0.0993661,0.0941997,0.923422,0.000595267,0.633669,0.86393,0.640468,0.842327,0.38602,0.555827,0.467661
ENSG00000162402,0.00151184,0.0402999,-0.0315307,0.462624,-0.0377119,-0.0984059,0.0263841,-0.0130841,-0.0259963,-0.0731923,0.00129107,-0.308832,1.9722,-0.312843,-0.0607012,1.18908,0.451471,0.307996,0.514157,1.29326,-1.0993,-1.32062,1.10489,-0.725492,2.0109,0.472435,0.336906,0.944873,0.240637,0.571443,0.624185,0.416682,0.686454,0.597649,0.925461,0.496398
ENSG00000162600,0.0778319,0.167017,0.0193175,0.0832788,0.161267,0.143296,-0.0352101,-0.0225968,-0.00507114,-0.0261964,-0.080266,0.230954,-0.15803,0.123062,0.264809,-0.102119,0.412162,-0.187887,0.535249,0.644087,0.656114,0.63291,0.0422838,0.78605,-0.191948,0.0106364,0.00212947,0.625607,0.0164565,0.130854,0.190274,0.661042,0.752281,0.538519,0.695703,0.979312
ENSG00000162601,-0.00177095,0.0442304,-0.036071,0.0705863,-0.0965789,-0.101991,0.0673251,-0.00201085,-0.0338929,-0.0261383,-0.0592098,0.121029,0.0522613,-0.275735,0.0221937,0.548901,-0.415242,0.440696,-0.698796,-0.524452,-0.786172,-0.813145,0.018547,-0.394821,0.653415,0.559503,0.242099,0.719873,0.473605,0.916875,0.774427,0.278169,0.547638,0.7677,0.723539,0.873982
ENSG00000177606,-0.000454051,0.220636,0.00228189,0.211671,-0.00438731,0.0101877,-0.00093663,-0.00172926,0.00424617,-0.00613303,0.0147256,0.0647546,0.0340252,0.258891,0.0705442,0.490284,0.410794,0.152406,0.887486,0.0293993,-0.483168,-0.694673,-0.584705,-0.600768,-0.516081,0.516632,3.64069e-05,0.856714,1.99852e-99,0.67223,0.182461,0.539592,0.611107,0.331413,0.765234,0.092962
ENSG00000172456,0.000141422,-0.0504515,-0.0843838,0.127596,-0.472659,-0.168706,-0.15677,0.0549765,0.153984,0.0294954,-0.0310058,1.58673,-1.17589,0.442064,0.0681758,-0.115665,-0.366081,0.453837,2.11649,2.62606,-0.733424,-0.806634,0.543659,-0.145696,1.20679,0.497901,0.659697,0.0959587,0.691786,0.984926,0.62764,0.941373,0.0604062,0.184053,0.347188,0.579067
ENSG00000134709,-0.000832716,0.0487377,-0.00732732,0.345508,0.0215087,-0.0620164,-0.0467543,0.00286446,0.0147155,-0.0022745,0.0206653,1.40741,0.208565,-0.0432803,0.329395,0.0169598,0.561662,-0.0621543,-0.467968,-0.697575,0.583229,1.20146,-1.35936,0.883459,-1.66744,0.543347,0.15642,0.861368,0.0244343,0.414455,0.826467,0.727707,0.452514,0.269836,0.515589,0.14073
ENSG00000162599,0.00185775,0.0454393,0.0475627,0.140114,-0.0326953,0.0533022,0.148668,-0.00189951,-0.0255742,0.0636837,0.127454,-0.202938,-0.284259,0.310549,0.279314,0.139777,0.835784,-0.0974287,-1.87229,-2.10692,0.464495,0.182881,1.64144,1.24439,-0.642455,0.459761,0.231664,0.911075,0.156543,0.668168,0.246374,0.275299,0.5218,0.583285,0.343171,0.115152
ENSG00000162604,0.0153242,0.190015,0.0317024,-0.0803036,0.0734183,0.017025,-0.00410835,-0.00356543,0.0169231,-0.0187363,0.14096,-0.302016,-0.414526,-0.105791,0.0325895,-0.0967364,0.0977974,0.226558,0.776492,0.311922,-0.0916033,-0.324871,0.731246,-0.0601194,1.94793,0.294688,0.000293362,0.94288,0.881151,0.260381,0.446452,0.523372,0.547038,0.371543,0.672468,0.118524
ENSG00000132849,0.0564531,0.0503239,0.00270709,0.148989,0.0366329,0.177713,-0.0285981,0.0228096,-0.0965711,-0.0717357,-0.0213009,0.204375,-0.712087,0.133724,0.357234,0.509888,0.507154,0.042635,-1.59133,-1.33285,1.26579,1.24344,-1.82867,1.47144,-3.10402,0.0152487,0.168263,0.344728,0.0122527,0.365724,0.124831,0.576715,0.303702,0.988138,0.848827,0.713944
ENSG00000240563,0.0166088,0.417471,0.0859067,0.639498,0.0904982,0.587114,-0.0141505,-0.00638667,-0.0132142,-0.00798608,-0.0345273,1.63392,3.24173,0.756189,-0.210765,-0.315089,-0.196197,-0.433302,0.128115,0.808838,-0.434653,-0.430338,-0.407672,-0.407409,-0.251879,0.197729,0.000151035,0.580002,0.00577133,0.243044,0.0267727,0.635171,0.627668,0.689904,0.619599,0.868548
ENSG00000162607,0.00712194,0.0606023,-0.00047744,0.11332,0.0330601,0.0233342,-0.019981,-0.00564879,-0.0204954,-0.00281913,-0.0107921,0.116566,-0.102338,0.0326744,-0.0171746,0.262152,0.108112,0.393248,-0.220208,0.219209,0.244892,-0.388811,-0.134008,-0.150848,0.329152,0.140882,0.0250322,0.813122,0.141879,0.280926,0.326782,0.773202,0.757253,0.932434,0.571896,0.679024
ENSG00000116641,0.0164826,-0.00898588,-0.0223182,-0.294895,0.040066,-0.212636,-0.0536234,-0.0112139,0.0829771,-0.000143995,-0.00165293,-0.654451,-0.261508,-1.89394,0.025908,0.341209,-0.223251,0.601769,0.321943,1.45623,0.445536,-0.0842367,0.45984,0.12128,-0.562208,0.24329,0.53281,0.997424,0.0415946,0.416576,0.691524,0.649989,0.644767,0.361943,0.500657,0.50725
ENSG00000125703,-0.0114335,0.206135,0.0230143,0.445269,0.00490488,0.184193,-0.0563204,0.00660975,0.0334049,-0.00416656,-0.00752532,1.58541,2.38736,-0.135738,-0.108921,-0.218264,-0.0726111,-0.320354,4.37481,3.62536,0.120104,0.151272,-0.374921,0.0676713,-0.543071,0.819089,0.00890991,0.83206,0.475754,0.488845,0.320205,0.911241,0.339685,0.247159,0.547119,0.602062
ENSG00000088035,0.00677172,0.131852,0.0242174,-0.264189,0.0650478,0.0528101,0.0815867,-0.00142984,0.0373452,0.0209744,-0.0868128,-0.71095,-0.232328,-0.454164,-0.0228206,-0.541363,-0.549882,0.662182,-0.290581,-0.453178,0.232468,-0.0756922,0.387393,0.210859,1.42782,0.376072,0.0188027,0.921512,0.0519997,0.316454,0.369638,0.276116,0.522457,0.29382,0.381663,0.889883
ENSG00000142856,0.561645,-0.0898621,0.150803,-0.0298369,0.619836,1.10546,0.341787,0.0050661,-0.277886,-0.206256,-0.532386,0.214072,-0.658597,-0.0179676,0.0877552,0.0364465,0.143968,-0.0145349,1.5292,1.51076,0.54754,0.297506,0.173024,0.73566,0.754332,5.48572e-09,0.861374,1.35699e-06,0.965148,0.0289157,0.00443061,0.0697104,0.475801,0.997498,0.972217,1
ENSG00000203965,0.00207086,-0.0490188,0.0381949,-0.12766,0.187011,0.117706,-0.0211494,0.0301596,-0.0299171,-0.0273602,0.0109146,-1.3226,-0.757799,-0.366564,-0.0788905,1.04915,0.0494139,0.533673,0.82846,0.78022,0.685034,0.58015,0.542503,0.829044,0.535673,0.471806,0.663075,0.978671,0.432532,0.23256,0.345422,0.541105,0.227627,0.632519,0.64022,0.453934
ENSG00000116652,0.00846511,0.216329,0.0226077,0.352841,0.224234,0.0492812,-0.0717524,-0.0105599,0.0306853,0.0429143,-0.106549,3.51285,0.35143,-0.373116,-0.236227,-0.582724,-0.264606,0.0622755,2.28296,1.47473,-0.0665936,-0.387857,-0.326012,-0.446393,0.899619,0.383372,0.0737958,0.905606,0.493453,0.324555,0.449227,0.752731,0.618735,0.323638,0.346988,0.905085
ENSG00000079739,0.00332249,0.0124138,0.00706084,0.153015,-0.0193582,0.0280627,0.00338934,0.00632459,0.0150209,0.00363023,0.0123564,-0.0271418,0.192179,-0.0227116,0.0127088,0.149076,-0.0340215,0.801017,-1.24513,-0.840105,-0.47356,-0.684994,0.65863,-0.405705,3.05058,0.317178,0.309791,0.98194,0.244851,0.79194,0.311109,0.468033,0.293602,0.32283,0.440353,0.435387
ENSG00000162434,0.00315327,0.0567306,0.00542688,0.304482,-0.00509256,-0.00929001,-0.00470092,0.00652792,0.00250228,0.00487334,0.0431681,0.0184576,0.00407865,0.00377784,-0.0428421,0.302841,0.0165682,1.82849,-1.1913,-0.582366,-0.827094,-1.22102,0.335732,-0.939775,5.37618,0.281232,8.20429e-05,0.886109,1.27269e-35,0.643716,0.659027,0.637139,0.150186,0.414929,0.278251,0.159651
ENSG00000213625,0.262122,0.0969849,-0.00631717,-0.0309289,-0.0755695,-0.0233508,0.0162698,-0.0237539,0.0431124,-0.0114104,0.0304822,0.198143,-0.303485,-0.0331549,0.0646165,-0.157202,-0.0617881,0.0763683,-0.978579,-1.07554,0.699851,0.38824,0.369558,0.548439,0.828622,1.20288e-08,0.0249618,0.931251,0.603655,0.830631,0.598882,0.442857,0.702902,0.298814,0.561208,0.365573
ENSG00000184588,-0.00109271,0.255841,0.00374626,2.04084,-0.0852703,0.0679496,0.00807688,0.00355677,0.0158606,-0.0133657,0.029416,9.01592,6.9516,-0.342992,-0.545189,-0.0922984,-0.217337,-0.483811,5.52624,4.1171,-0.698406,-1.08944,-1.13169,-0.837084,-2.52193,0.528539,5.1616e-05,0.561147,2.90314e-32,0.70289,0.361645,0.411804,0.411726,0.262757,0.746196,0.0722547
ENSG00000198160,0.00410908,0.0662699,-0.00465535,0.0655585,0.00735174,-0.0119213,-0.100437,0.0229724,0.0313166,0.012606,0.00552399,-0.582869,-0.048494,0.240047,-0.0868764,0.27075,0.253785,0.412567,-1.96342,-1.67687,0.127022,-0.380534,0.217868,-0.125009,0.368221,0.391515,0.0991106,0.439204,0.235099,0.449474,0.551585,0.991743,0.171007,0.289669,0.386027,0.455073
ENSG00000116704,0.0268598,0.177832,0.00416699,-0.31392,0.132468,-0.162527,-0.0435438,0.00436875,0.00290974,-0.021843,0.117336,-0.26819,-1.0173,-0.611386,-0.0630743,-0.774665,1.06435,-0.527179,0.0154202,0.162759,0.207307,0.126705,0.561944,0.526875,1.48746,0.159537,0.0469714,0.910738,0.277127,0.191584,0.859728,0.618276,0.450128,0.487167,0.596506,0.243006
ENSG00000142864,0.00165922,0.0427039,-0.00261717,0.133776,-0.0208615,0.0160419,-0.000412021,-0.00313023,0.00609963,-0.0118627,-0.00419521,0.146471,0.0277313,0.0794614,0.0556698,0.0776141,0.197148,0.352338,-0.261569,0.179853,0.401731,0.138723,-0.154043,0.400435,1.41015,0.304803,0.000130633,0.241492,7.60336e-08,0.982834,0.313183,0.511961,0.780823,0.289529,0.961976,0.650842
ENSG00000116717,-0.0017527,0.154146,-0.00369135,0.297428,0.0160852,-0.0100569,-0.0241829,0.00188685,0.0122382,-0.00630377,-0.0155061,-0.337786,-0.146634,0.0404565,0.0235918,1.07097,0.327152,1.10425,-1.49395,-0.997363,-0.396267,-1.01792,0.724667,-0.580052,1.74718,0.577596,1.77253e-05,0.975138,1.6268e-09,0.25327,0.613515,0.775376,0.409633,0.377525,0.594774,0.634757
ENSG00000033122,0.00445945,0.0749687,0.0294744,0.160008,0.0700299,-0.0720064,-0.0182268,0.101506,0.0979974,0.121489,-0.0944681,0.143602,0.781335,-0.264647,-0.243547,0.282714,-0.040993,0.461594,-0.327638,-0.218317,-0.321458,-0.199007,-0.077153,-0.144885,0.0447477,0.401642,0.0923327,0.0455894,0.0566087,0.282136,0.699711,0.568394,0.00544743,0.127523,0.101212,0.983935
ENSG00000066557,0.0241532,-0.0552148,-0.0181683,0.491267,0.033977,-0.0574868,0.0347402,-0.0259561,-0.0272826,-0.0547046,-0.0304652,1.2126,1.38108,0.578471,0.119399,-0.250536,0.327255,0.0706061,-0.0857906,0.0841477,0.159979,-0.234677,0.336253,0.0958611,0.967091,0.152509,0.761931,0.943333,0.509634,0.38867,0.62467,0.401299,0.859619,0.683924,0.818905,0.640706
ENSG00000116754,-0.00885009,0.114535,0.017476,0.105463,0.0121139,0.0444516,0.0291663,0.0227815,0.0134334,-0.0149344,0.0153199,0.112608,-0.0127254,0.103299,-0.04075,0.13811,0.229771,0.207927,-1.90463,-0.973883,-0.380632,-0.747361,0.104409,-0.262962,1.30227,0.892165,0.00113306,0.62676,0.495347,0.369661,0.280882,0.275041,0.0660337,0.323004,0.793715,0.268106
ENSG00000118454,-0.0102462,0.0417498,0.00215186,-0.126049,0.135349,-0.106956,-0.0478471,0.0242644,0.00294232,-0.0114024,0.0187132,-0.630975,-0.733853,-0.990478,0.125759,0.531309,0.518459,0.297438,-0.747575,0.225942,0.11163,-0.263728,0.271972,-0.146152,0.0842084,0.765694,0.317219,0.914073,0.253086,0.17695,0.804653,0.689256,0.217606,0.48368,0.574996,0.409678
ENSG00000197568,0.071977,0.0743687,-0.0117413,-0.0586036,-0.0900301,-0.0433842,-0.0302878,-0.00555974,0.120923,-0.0616038,0.0277534,-0.729667,1.27889,0.481823,-0.106291,-0.34505,-0.374113,-0.61582,-0.0976051,0.847627,0.388889,0.522701,0.23671,0.61845,0.478236,0.00755462,0.15181,0.517739,0.0681471,0.925563,0.591869,0.611013,0.567716,0.112216,0.930381,0.358745
ENSG00000116761,0.0485476,0.02829,-0.00475617,0.639134,-0.092278,0.221629,-0.12698,0.0035948,0.0234684,-0.0808596,0.0181328,0.264768,-0.909342,3.3416,-0.0144042,1.06765,0.947153,-0.223488,-0.397433,-0.0519942,-0.174461,0.178028,0.206914,0.355931,-0.119863,0.057377,0.378903,0.861117,0.152272,0.835377,0.241248,0.82148,0.46786,0.422172,0.846144,0.412052
ENSG00000132485,0.0153458,0.122276,-0.00123554,0.0457456,-0.011938,0.0390751,-0.0038069,-0.0103228,-0.0192157,0.00969954,-0.01214,-0.378417,-0.0848244,0.089684,0.057288,0.469654,0.143044,0.0237918,0.0255748,-0.0588772,-0.0378059,0.211202,-0.635055,0.212767,-0.100864,0.084702,0.000370871,0.885487,0.00441132,0.685832,0.238967,0.541152,0.857902,0.873458,0.341587,0.72884
ENSG00000162620,0.674005,-0.186,-0.00851929,0.14093,0.0843012,0.481564,0.0422694,-0.162614,-0.180932,-0.228935,-0.0952885,-0.921762,1.0381,0.788919,-0.296523,0.0276272,0.391769,-0.0416191,0.757436,1.46454,0.537036,0.583056,0.444655,0.814933,0.358695,1.17331e-08,0.940468,0.544203,0.173271,0.406246,0.182764,0.44806,0.914583,0.875408,0.896934,0.712863
ENSG00000254685,0.0514775,0.0691535,0.0567385,0.267859,0.0236457,0.254355,-0.0142824,0.0493506,0.15059,-0.0694017,0.00291229,0.291543,1.42232,1.00746,-0.196731,-0.415788,0.0773817,-0.311176,-0.0401003,0.632337,0.466389,0.447486,0.59416,0.482295,1.17124,0.0626977,0.218417,0.354411,0.378737,0.384885,0.264565,0.536936,0.130592,0.107971,0.94512,0.488751
ENSG00000116791,0.13114,0.118716,-0.0123646,0.144538,-0.0955233,-0.0948228,0.0310415,0.0290117,-0.0014862,0.0182724,0.0269544,-0.0512605,0.658859,-0.0404112,0.0520427,0.164126,-0.127365,0.355777,-0.47587,0.328275,0.108747,-0.175337,0.846717,-0.108236,1.82351,4.54268e-07,0.00303189,0.285837,0.686218,0.986535,0.907743,0.334908,0.1493,0.512616,0.317813,0.364906
ENSG00000162623,0.00388872,0.120475,-0.0221816,0.0818636,-0.0687817,-0.110718,0.00479807,0.0155155,-0.0229264,0.0272547,-0.000413612,-0.206234,0.130687,0.0983299,0.0572453,0.0837489,0.267323,0.141945,-0.0954349,0.175841,0.488491,0.307595,-0.040433,0.619379,-0.139331,0.347357,0.0161804,0.160176,0.920834,0.935461,0.993772,0.474416,0.199798,0.791337,0.261073,0.504457
ENSG00000117054,0.0131666,0.164626,0.00295813,0.36704,0.0139421,-0.00151891,0.0532566,-0.00932658,2.76483e-05,-0.033042,-0.0026319,1.16523,1.69038,-0.19081,-0.0886227,-0.143105,0.0438097,0.0923992,2.25928,4.25428,0.490414,0.169647,0.39943,0.482017,0.835558,0.154233,9.5471e-05,0.284679,0.138364,0.431383,0.504352,0.120192,0.795477,0.499566,0.992237,0.544498
ENSG00000137955,0.0281919,0.148165,0.00755924,0.0174708,-0.000203639,-0.0131884,-0.00892138,-0.00792771,0.030182,-0.0202335,0.0732072,-0.119649,0.35789,0.177205,-0.038298,-0.0921411,0.186742,-0.349453,0.168451,1.09599,0.0161467,-0.086463,-0.189239,-0.0501947,-0.460718,0.0755279,0.00286918,0.821586,0.320973,0.501803,0.576651,0.584179,0.680198,0.204841,0.764026,0.0578216
ENSG00000142892,0.0386454,0.0768283,0.00952383,0.113795,-0.0403054,-0.0494272,0.0756059,-0.000347153,0.0374382,0.046858,-0.00315551,-0.00615238,-0.200815,-0.0758264,0.132056,0.0671961,0.0647023,0.815402,-1.61027,-1.45394,0.357967,0.197209,0.35973,0.210084,2.47767,0.0381739,0.041135,0.917929,0.36257,0.773277,0.764355,0.258688,0.505228,0.288544,0.2093,0.515662
ENSG00000154027,0.0178999,0.134934,0.253206,1.13922,-0.0178114,-0.0160403,-0.00751538,0.00317075,-7.8103e-05,-0.0170355,1.82775,-0.149067,-0.124347,0.178211,0.565981,-0.0575356,0.283771,7.27751,-2.27842,-2.21933,-0.368226,0.932835,-1.83248,-0.0972595,1.09876,0.0165962,4.92314e-11,2.66066e-06,1.32152e-58,0.985621,0.964651,0.625462,0.408672,0.50372,0.911404,1.47091e-09
ENSG00000036549,0.00679886,0.074684,-0.027799,-0.220422,-0.0285904,3.68484e-05,-0.0495502,-0.00654774,-0.0419759,-0.0361802,-0.0317858,-0.545812,-1.60866,-0.576749,0.389487,0.183339,0.277694,0.33775,-0.512302,-0.901922,-0.147305,0.0256601,-0.588726,0.200217,-0.580708,0.284785,0.146254,0.86935,0.0176822,0.625075,0.499879,0.758353,0.631526,0.906855,0.777432,0.764874
ENSG00000077254,-0.00512662,0.105354,-0.0269961,0.312021,-0.0989392,-0.0930916,0.0114506,0.0170962,-0.018516,-0.048694,0.041721,-0.377357,1.40922,1.18445,-0.0990946,-0.18714,0.0945115,0.159561,-0.633144,-0.805192,-0.248592,-0.334785,0.623567,-0.0481559,1.86366,0.697018,0.0850554,0.177821,0.402673,0.960975,0.859171,0.451359,0.180521,0.684778,0.972369,0.342944
ENSG00000180488,0.0162472,0.0973188,-0.00194288,0.210198,0.0861472,0.105078,-0.100296,-0.0179304,-0.0425763,-0.032197,-0.0118259,1.84853,-0.380636,0.0399892,0.0588715,-0.33749,0.270312,-0.0281964,-0.837615,-0.794876,-0.435162,-0.463385,0.0942171,-0.0608022,0.0249495,0.241356,0.181963,0.971398,0.944796,0.282353,0.349067,0.781598,0.755485,0.727205,0.707356,0.556894
ENSG00000162614,-0.00613236,0.00715763,0.292107,0.176063,0.0695194,0.973528,0.0316642,0.0953525,0.186266,0.0354199,0.652998,0.0546806,0.836021,-0.0077338,-0.0935663,0.322599,-0.196511,0.316955,1.39313,2.31177,-0.975556,-0.604782,-0.293235,-0.778759,1.15834,0.550251,0.474553,0.151083,0.850316,0.390938,0.126186,0.29929,0.0384931,0.0325993,0.266111,0.0100223
ENSG00000162613,0.0354729,0.0478583,-0.00815695,0.161605,-0.0447642,-0.0229034,0.029384,0.0104346,-0.00284784,-0.015215,-0.0111868,0.743138,0.314284,-0.448013,-0.00831191,0.144264,0.0202514,0.365625,-0.186615,0.30575,-0.00245647,-0.353481,0.112308,0.0549038,1.2008,0.0118534,0.153435,0.908335,0.414903,0.857607,0.65861,0.337491,0.306222,0.534715,0.702989,0.605676
ENSG00000162616,-0.00525762,-0.0301294,0.0136785,-0.25684,-0.0755713,0.0764799,0.102258,0.00561991,0.0261196,-0.00739833,-0.0317586,-0.957386,-1.85416,0.657357,0.25766,0.0756678,0.0517871,-0.0287998,-0.353811,-0.381542,-0.221494,-0.426229,-0.261753,-0.201287,0.363705,0.667892,0.627496,0.717748,0.0863779,0.942175,0.242068,0.286804,0.381465,0.301228,0.571192,0.74302
ENSG00000137959,-0.0094307,1.02174,0.000590493,0.140334,-0.0100171,0.00241388,-0.000228053,0.00334072,0.00697378,-0.000728162,0.00237841,0.796821,0.529086,0.229433,-0.162983,-0.556327,-0.241985,0.388294,0.524594,0.497921,0.656696,0.318605,-0.0596409,0.261087,0.0713043,0.887628,2.12326e-06,0.857397,2.11248e-05,0.75435,0.432577,0.509271,0.225132,0.138929,0.558338,0.377684
ENSG00000137965,-0.00440525,0.76289,0.00195068,0.147019,-0.0136969,0.00937021,0.0599463,0.00388008,0.00292279,-0.0116742,-0.0370935,0.0891701,-0.16401,-0.174963,-0.258033,-0.0828405,0.0272877,1.59252,-0.47646,-0.570007,1.33071,0.226129,0.254104,0.444445,0.43217,0.696417,5.47209e-08,0.533214,0.00874557,0.791804,0.363684,0.111863,0.290778,0.42491,0.802944,0.952211
ENSG00000142875,0.0127632,0.130016,-0.0087888,0.250986,0.0126701,-0.027672,-0.0399919,0.00843921,0.0456684,-0.0240163,-0.0366192,0.312194,-0.0910869,0.0439349,-0.100408,0.402537,0.0817578,1.10797,-0.92724,-0.761854,-0.0383343,-0.232283,1.41275,0.326068,3.06987,0.136584,0.00240648,0.467462,0.000992631,0.368152,0.726001,0.923844,0.277862,0.163845,0.893348,0.843624
ENSG00000117133,0.00310207,0.131019,-0.00835275,0.14305,0.000280647,-0.00778704,-0.0082032,-0.00127088,-0.0116586,0.0006321,-0.0304623,-0.227407,-0.0108316,0.142016,-0.0342709,0.372753,0.00169802,0.757393,-0.862955,-0.915281,-0.144307,-0.410159,0.0800249,-0.181514,0.941287,0.37699,0.00127276,0.925272,2.88972e-06,0.496162,0.595566,0.599638,0.549714,0.732482,0.487481,0.908538
