symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ITGA2	0.10090485157015283	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.24984267085177594	0.06776936410703574	No data	0.5	0	0	1	1	0	0.11515500000000004	No data	-0.3023717595146167	-0.21727870166963925	0	No data	No data	0	-1	0
S1PR3	0.09779722575535522	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.15350252639693432	0.054503306915061306	No data	1	1	0	1	1	0	0.3783050000000003	1	0.4755653612796471	-0.7215446031873476	0	No data	No data	0	-1	-1
REN	0.09706901734007674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.13767626600362112	0.03620925313959249	No data	1	0	1	1	1	1	0	1	0.18190843905129617	-0.9544183936280617	0	-1	No data	0	1	0.5
GPR84	0.09443038463152689	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.5904897776325825	0.18990737653064146	No data	0.5	1	0	1	1	0	No data	No data	-0.1578599007170436	-0.015470268904061446	0	No data	No data	0	0.5	0
MS4A1	0.09381273176402002	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.614118143249253	0.049259327835335015	No data	1	1	0	0	0	0	0	No data	0.036845008273579616	-0.06618660464602966	0	No data	No data	0	1	0
DHFR	0.09239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.4919800000000002	0	0.044125758411472704	-0.8860137788537494	-1	-1	No data	-0.799465	-1	-1
TLR2	0.09133362461401634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.5100228596763113	0.1417308632327408	No data	0.5	1	0	1	1	1	0	No data	0.6321014892443464	-0.9713824686539504	0	No data	No data	0	0.5	-1
CNR1	0.09111584942624976	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13678442946261474	No data	No data	No data	No data	No data	No data	0.26188448268999787	No data	No data	1	1	0	1	1	0	0.8516950000000001	1	-0.44280198565912854	-0.9182577600398064	0	-1	No data	0	0.5	0
CD14	0.09051826132502394	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.5409850229859833	0.01171151440617914	No data	0.5	0	1	0	1	0	0	No data	0.9749586321014891	-0.6889599621426595	0	No data	No data	No data	0.5	-1
SLC5A2	0.0900790439830077	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1291852944924695	No data	No data	No data	No data	No data	No data	0.11445141613368781	No data	0.32889056150788704	1	1	0	1	1	0	0.53125	1	0.40154440154440163	-0.3508419754899991	0	No data	No data	0	1	0.5
CCR5	0.08953562793522621	0.12742662627817208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.20944858576669026	No data	No data	1	1	0	1	1	0	0.11931999999999973	1	0.7373414230557087	-0.9378199235698678	0	No data	No data	-0.3323875000000001	0.5	0
FFAR2	0.08866009612646915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.3038948314014485	0.23063990825104186	0.277885167588272	0.5	1	0	1	1	0	0.2272750000000002	1	0.8029784886927744	-0.8091528917223231	0	No data	No data	0	0.5	0
PRKCD	0.08706255374128531	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.09545357870832466	No data	0.3900787962874967	1	0	0	1	1	0	0.5192300000000003	No data	-0.8505239933811363	-0.897525932021603	0	-1	No data	-0.11982250000000008	-1	-1
CCR9	0.08668846660032832	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.4201957102212061	No data	No data	0.75	1	0	1	1	0	0.28184499999999985	No data	0.031770546056260285	-0.20403251361534647	0	No data	No data	0	1	0.5
TPH1	0.08506421265878951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.3453864947937982	0.04809088674804871	No data	1	0	0	1	1	0	0.5045050000000003	No data	-0.08240485383342522	-0.8347462604180511	0	No data	No data	-0.29054	0.75	0.5
PRKCA	0.08485730239639205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.3599531888312594	No data	No data	1	1	0	1	1	1	0.9702399999999998	No data	-0.7977937120794264	-0.7603896334472532	0	-1	No data	-0.5014875	0.5	0
PRKCG	0.08481077126607654	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.35842238530894016	No data	No data	1	1	0	1	1	0	0.949785	No data	-0.7127413127413127	-0.3148580926584757	0	No data	No data	-0.22883749999999986	1	0.5
IL1A	0.0838802252677467	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.23727988834637154	0.20369013030539104	No data	0.75	0	1	0	0	0	0	No data	-0.0806398234969663	-0.11059673298647571	0	-1	No data	No data	0.5	0
